liam,9,33,3,4,37,8,1,0,0,0,0,0,0
Liam,5,40,2,2,25,5,0,0,0,0,0,0,0
josh,3,33,1,2,50,2,1,0,0,0,0,0,0
jacob,2,50,1,1,0,2,0,0,0,0,0,0,0
camryn,1,0,0,1,0,1,0,0,0,0,0,0,0
pussylicker,1,0,0,1,0,0,0,0,0,0,1,0,0
